Issue Type,Summary,Description,Priority,Labels,Test Steps,Test Data,Expected Result,Status
Test,VWO - Heatmaps: Verify user can search variation - ID_0079,This test case validates the search functionality for the variation component within the Heatmaps module of app.vwo.com.,High,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Search action on Variation
4. Verify success message","user_role: admin, component_id: 8697",The variation should be successfully searched and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can create api key - ID_0080,This test case validates the create functionality for the api key component within the Funnel Analysis module of app.vwo.com.,Medium,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Create action on API Key
4. Verify success message","user_role: admin, component_id: 6720",The api key should be successfully createed and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Account Settings: Verify user can create variation - ID_0081,This test case validates the create functionality for the variation component within the Account Settings module of app.vwo.com.,High,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform Create action on Variation
4. Verify success message","user_role: admin, component_id: 2112",The variation should be successfully createed and reflected in the Account Settings dashboard.,To Do
Test,VWO - Surveys: Verify user can view variation - ID_0082,This test case validates the view functionality for the variation component within the Surveys module of app.vwo.com.,Medium,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform View action on Variation
4. Verify success message","user_role: admin, component_id: 3434",The variation should be successfully viewed and reflected in the Surveys dashboard.,To Do
Test,VWO - Session Recordings: Verify user can delete campaign - ID_0083,This test case validates the delete functionality for the campaign component within the Session Recordings module of app.vwo.com.,Critical,"vwo,automated,session_recordings","1. Log in to app.vwo.com
2. Navigate to Session Recordings
3. Perform Delete action on Campaign
4. Verify success message","user_role: admin, component_id: 3742",The campaign should be successfully deleteed and reflected in the Session Recordings dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can filter api key - ID_0084,This test case validates the filter functionality for the api key component within the Funnel Analysis module of app.vwo.com.,Critical,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Filter action on API Key
4. Verify success message","user_role: admin, component_id: 1774",The api key should be successfully filtered and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Integrations: Verify user can toggle variation - ID_0085,This test case validates the toggle functionality for the variation component within the Integrations module of app.vwo.com.,Critical,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Toggle action on Variation
4. Verify success message","user_role: admin, component_id: 7127",The variation should be successfully toggleed and reflected in the Integrations dashboard.,To Do
Test,VWO - Heatmaps: Verify user can edit user role - ID_0086,This test case validates the edit functionality for the user role component within the Heatmaps module of app.vwo.com.,High,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Edit action on User Role
4. Verify success message","user_role: admin, component_id: 7401",The user role should be successfully edited and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Heatmaps: Verify user can create dashboard widget - ID_0087,This test case validates the create functionality for the dashboard widget component within the Heatmaps module of app.vwo.com.,Critical,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Create action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 1677",The dashboard widget should be successfully createed and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Account Settings: Verify user can create goal - ID_0088,This test case validates the create functionality for the goal component within the Account Settings module of app.vwo.com.,High,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform Create action on Goal
4. Verify success message","user_role: admin, component_id: 6881",The goal should be successfully createed and reflected in the Account Settings dashboard.,To Do
Test,VWO - Login: Verify user can toggle snapshot - ID_0089,This test case validates the toggle functionality for the snapshot component within the Login module of app.vwo.com.,Low,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Toggle action on Snapshot
4. Verify success message","user_role: admin, component_id: 1215",The snapshot should be successfully toggleed and reflected in the Login dashboard.,To Do
Test,VWO - Signup: Verify user can view segment - ID_0090,This test case validates the view functionality for the segment component within the Signup module of app.vwo.com.,High,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform View action on Segment
4. Verify success message","user_role: admin, component_id: 4546",The segment should be successfully viewed and reflected in the Signup dashboard.,To Do
Test,VWO - Integrations: Verify user can export snapshot - ID_0091,This test case validates the export functionality for the snapshot component within the Integrations module of app.vwo.com.,Medium,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Export action on Snapshot
4. Verify success message","user_role: admin, component_id: 9271",The snapshot should be successfully exported and reflected in the Integrations dashboard.,To Do
Test,VWO - Signup: Verify user can filter segment - ID_0092,This test case validates the filter functionality for the segment component within the Signup module of app.vwo.com.,High,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Filter action on Segment
4. Verify success message","user_role: admin, component_id: 9485",The segment should be successfully filtered and reflected in the Signup dashboard.,To Do
Test,VWO - Signup: Verify user can edit segment - ID_0093,This test case validates the edit functionality for the segment component within the Signup module of app.vwo.com.,Low,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Edit action on Segment
4. Verify success message","user_role: admin, component_id: 4771",The segment should be successfully edited and reflected in the Signup dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can edit variation - ID_0094,This test case validates the edit functionality for the variation component within the Funnel Analysis module of app.vwo.com.,Critical,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Edit action on Variation
4. Verify success message","user_role: admin, component_id: 6526",The variation should be successfully edited and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Integrations: Verify user can edit user role - ID_0095,This test case validates the edit functionality for the user role component within the Integrations module of app.vwo.com.,Critical,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Edit action on User Role
4. Verify success message","user_role: admin, component_id: 3685",The user role should be successfully edited and reflected in the Integrations dashboard.,To Do
Test,VWO - Surveys: Verify user can delete user role - ID_0096,This test case validates the delete functionality for the user role component within the Surveys module of app.vwo.com.,Low,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Delete action on User Role
4. Verify success message","user_role: admin, component_id: 5097",The user role should be successfully deleteed and reflected in the Surveys dashboard.,To Do
