id,jira_id,summary,module,priority,severity,labels,preconditions,steps,expected_result,test_type,owner,sprint,status
TC-00460,VWO-5214,Verify duplicating Split URL test copies redirect rules (pt-BR),Split URL,P2,Minor,regression|sanity,Split URL 6763 exists,1. Open /campaigns/6763 || 2. Duplicate,New campaign carries same redirect rules,Functional,vikram.singh,VWO-25.S20,Archived
TC-00461,VWO-2254,Verify Declare Winner promotes Variation B traffic to 100% (Chrome),AB Testing,P1,Minor,performance|regression|ui,Campaign 9146 has confidence > 95%,1. Open /campaigns/9146/report || 2. Click Declare Winner > Variation B,Variation B traffic = 100% | Banner: 'Winner declared',Functional,arjun.kapoor,VWO-25.S11,Draft
TC-00462,VWO-2656,Verify likert survey shown on tablet only (Firefox),Surveys,P3,Minor,accessibility|regression|sanity,Survey Draft,1. Audience=Tablet || 2. Launch,Tablet visitors see it; others do not,Functional,kavya.iyer,VWO-25.S35,Active
TC-00463,VWO-3023,Verify iOS SDK fetches active campaigns over network (Safari),Mobile,P1,Major,billing|mobile|safari,SDK initialised,1. Trigger fetch,Active campaigns cached locally,Functional,sara.patel,VWO-25.S17,Draft
TC-00464,VWO-2870,Verify replacing image via Image Library upload (Edge),Editor,P1,Trivial,regression|safari,Editor loaded,"1. Pick img, upload new",Src updated | Library entry added,Functional,neha.khanna,VWO-25.S40,Active
TC-00465,VWO-1915,Verify SmartCode version warning when outdated snippet detected (mobile-web),SmartCode,P3,Critical,billing|dataloss|gdpr|mobile|regression,Old snippet on site,1. Validate,"Banner 'Outdated, update snippet'",Functional,neha.khanna,VWO-25.S02,Active
TC-00466,VWO-2122,Verify share link for a recording requires auth (tablet),Session Recordings,P2,Critical,billing|e2e|i18n|performance|security,Recording open,1. Click Share || 2. Open link in incognito,Login prompt shown | Cannot view without auth,Security,ishaan.mehta,VWO-25.S02,Active
TC-00467,VWO-4705,Verify A/B campaign report loads under 3 seconds for 1M visitors (slow 3G),AB Testing,P2,Trivial,api|performance|safari|sanity,Campaign 7547 has 1M+ visitors,1. Open /campaigns/7547/report,Report renders within 3s | All goal cards present,Performance,vikram.singh,VWO-25.S35,Draft
TC-00468,VWO-4917,Verify login API rate-limit returns 429 after burst (offline-online),Auth,P3,Minor,api|dataloss|security,No throttle yet,1. Send 100 login req in 10s,429 Too Many Requests,Security,dev.ranganathan,VWO-25.S09,Active
TC-00469,VWO-4997,Verify adding a step to existing funnel updates report (after refresh),Funnels,P3,Major,chrome|e2e|regression,Funnel exists with 3 steps,1. Add step '/checkout/confirm' || 2. Save,4 steps shown | Drop-off recalculated,Functional,harsh.gupta,VWO-25.S45,Active
TC-00470,VWO-1126,Verify CSP nonce instructions visible in SmartCode page (after refresh),SmartCode,P2,Major,billing|security,Strict CSP,1. Open SmartCode,Nonce instructions documented,Security,riya.sharma,VWO-25.S11,Active
TC-00471,VWO-4747,Verify engagement goal triggers at 60s on page (clean install),Goals,P2,Minor,chrome|gdpr|regression,Campaign Draft,1. Add engagement goal time=60s || 2. Save,Conversion recorded after 60s,Functional,vikram.singh,VWO-25.S05,Active
TC-00472,VWO-5757,Verify Heatmap on 404 URL shows warning and zero data (after upgrade),Heatmaps,P2,Minor,billing|firefox|gdpr|regression|safari,URL returns 404,1. Create Heatmap on 404 URL,Warning: 'Page returned 404' | Zero clicks captured,Negative,sara.patel,VWO-25.S14,Draft
TC-00473,VWO-2848,Verify video-play goal triggers on YouTube embed play (cold start),Goals,P1,Major,edge|regression,YouTube iframe on page,1. Add video goal || 2. Play video,Conversion recorded,Functional,vikram.singh,VWO-25.S01,Active
TC-00474,VWO-2820,Verify A/B campaign report loads under 3 seconds for 1M visitors (warm cache),AB Testing,P2,Trivial,gdpr|performance|safari|sanity|ui,Campaign 2042 has 1M+ visitors,1. Open /campaigns/2042/report,Report renders within 3s | All goal cards present,Performance,promode.dutta,VWO-25.S42,Active
TC-00475,VWO-2125,Verify video-play goal triggers on YouTube embed play (cookieless),Goals,P2,Major,edge|i18n|regression|security,YouTube iframe on page,1. Add video goal || 2. Play video,Conversion recorded,Functional,arjun.kapoor,VWO-25.S07,Active
TC-00476,VWO-5754,Verify share-link for campaign report (read-only) (third-party blocked),Reports,P1,Major,safari|security,Report ready,1. Click Share > Public link,Anonymous viewer can read but not edit,Security,vikram.singh,VWO-25.S42,Active
TC-00477,VWO-5359,Verify rate-limit headers X-RateLimit-* present (strict CSP),API,P2,Major,api|edge,API token,1. GET /api/v1/me,Headers X-RateLimit-Limit/Remaining/Reset present,API,dev.ranganathan,VWO-25.S04,Active
TC-00478,VWO-2556,Verify element selector picks H1 with stable CSS path (IE-removed),Editor,P0,Major,performance|regression|sanity|security,Editor loaded,1. Click H1,Selector shown e.g. main > h1,Functional,dev.ranganathan,VWO-25.S37,Active
TC-00479,VWO-2028,Verify video-play goal report shows per-variation breakdown (role: Viewer),Goals,P1,Major,e2e|gdpr|regression|security,Goal hit by 1k visitors,1. Open report,Per-variation conversion shown,Functional,arjun.kapoor,VWO-25.S39,Draft
TC-00480,VWO-3964,Verify missing token returns 401 unauthorized (role: Admin),API,P3,Minor,api|billing,No auth header,1. GET /api/v1/me,401 with error message,Negative,aditya.rao,VWO-25.S02,Active
TC-00481,VWO-5568,Verify event-based funnel step tracks 'Add to Cart' (role: Editor),Funnels,P3,Trivial,integration|regression|ui,Custom event registered,1. Add event step 'AddToCart' || 2. Save,Event step counted in funnel,Functional,anika.bose,VWO-25.S12,Active
TC-00482,VWO-5608,Verify SmartCode version warning when outdated snippet detected (EU DC),SmartCode,P1,Major,e2e|regression|safari|sanity|ui,Old snippet on site,1. Validate,"Banner 'Outdated, update snippet'",Functional,aditya.rao,VWO-25.S43,Active
TC-00483,VWO-4061,Verify UTM-source-based Personalization for 'newsletter' (US DC),Personalization,P1,Trivial,integration|regression|smoke|ui,Personalize Draft,1. Audience utm_source=newsletter || 2. Save,Visitors with that UTM see variant,Functional,sara.patel,VWO-25.S03,Active
TC-00484,VWO-5338,Verify funnel report exports to CSV (Asia DC),Funnels,P2,Trivial,billing|firefox|performance|regression|safari,Funnel report ready,1. Click Export CSV,CSV downloaded with per-step counts,Functional,harsh.gupta,VWO-25.S35,Active
TC-00485,VWO-2469,Verify deactivating user revokes sessions immediately (smoke),Admin,P2,Major,billing|integration|regression|sanity|security,Active user,1. Click Deactivate,Sessions revoked; cannot log in,Security,sara.patel,VWO-25.S28,Active
TC-00486,VWO-4632,Verify click goal report shows per-variation breakdown (regression),Goals,P2,Major,dataloss|regression,Goal hit by 1k visitors,1. Open report,Per-variation conversion shown,Functional,neha.khanna,VWO-25.S50,Active
TC-00487,VWO-1516,Verify combination matrix shows all permutations for MVT (p0),MVT,P1,Major,billing|regression|smoke,MVT Draft 3x3,1. Open Combinations tab,27 combinations listed | Disable individual combos works,Functional,kavya.iyer,VWO-25.S12,Draft
TC-00488,VWO-5373,Verify side-by-side variation comparison view in report (p1),Reports,P2,Major,dataloss|edge|regression,Report ready,1. Switch to Compare view,Variations listed in columns with deltas,Functional,anika.bose,VWO-25.S28,Active
TC-00489,VWO-3228,Verify custom CSS injection scope is limited to variation (critical-path),AB Testing,P1,Critical,firefox|performance|regression|ui,A/B test editor open,1. Add CSS '.hero{background:red}' || 2. Save || 3. Open Variation B preview,Variation A: red hero | Variation B: unchanged,Functional,promode.dutta,VWO-25.S03,Active
TC-00490,VWO-5837,Verify Forms report handles 50+ fields without UI break (edge case),Forms,P1,Minor,accessibility|edge|ui,Form has 60 fields,1. Open report,All fields render with virtual scroll,Boundary,arjun.kapoor,VWO-25.S25,Active
TC-00491,VWO-1687,Verify custom CSS injection scope is limited to variation (boundary),AB Testing,P1,Trivial,i18n|regression,A/B test editor open,1. Add CSS '.hero{background:red}' || 2. Save || 3. Open Variation B preview,Variation A: red hero | Variation B: unchanged,Functional,neha.khanna,VWO-25.S27,Active
TC-00492,VWO-1457,Verify stopping Heatmap recording flips status to Stopped (negative),Heatmaps,P1,Trivial,accessibility|regression,Heatmap Active,1. Click Stop,Status = Stopped | No new clicks recorded,Functional,aditya.rao,VWO-25.S17,Active
TC-00493,VWO-4660,Verify Forms analytics creation on '/signup' page (positive),Forms,P2,Major,regression|ui,SmartCode installed,1. Navigate /forms/new || 2. Enter URL /signup || 3. Pick form selector || 4. Save,Forms analytics active for /signup,Functional,ishaan.mehta,VWO-25.S05,Active
TC-00494,VWO-1666,Verify deleting page-visit goal asks for confirmation (retry),Goals,P1,Major,billing|dataloss|firefox|gdpr|regression,Campaign 9004 has goal,1. Click delete || 2. Confirm,Goal removed | Audit log entry,Functional,neha.khanna,VWO-25.S44,Draft
TC-00495,VWO-5298,Verify error banner when WordPress token expired (low-bandwidth),Integrations,P1,Minor,api|dataloss|performance|smoke|ui,WordPress token expired,1. Open integrations,Banner 'Reauthorize WordPress',UI,ishaan.mehta,VWO-25.S06,Active
TC-00496,VWO-2570,Verify editing variation copy in A/B campaign #2825 (high-load),AB Testing,P1,Major,dataloss|regression,A/B campaign 2825 exists in Draft | User has Editor role,1. Open /campaigns/ab/2825/editor || 2. Switch to Variation 2 || 3. Change H1 text to 'Buy Now' || 4. Click Save,Variation 2 saves with updated copy | Audit log entry created,Functional,arjun.kapoor,VWO-25.S29,Active
TC-00497,VWO-1934,Verify uninstall guide accessible from SmartCode page (rtl locale),SmartCode,P2,Minor,chrome|edge|security|ui,SmartCode page,1. Click Uninstall,Modal with steps and curl test,UI,promode.dutta,VWO-25.S10,Active
TC-00498,VWO-3472,Verify conversion-rate calc = conversions/visitors *100 (en-US),Goals,P0,Major,performance|regression|security,Goal data ready,1. Open report metric,CR% matches formula,Functional,kavya.iyer,VWO-25.S05,Draft
TC-00499,VWO-2773,Verify duplicating Personalization carries audience and changes (en-GB),Personalization,P2,Blocker,api|billing|regression|security,Personalization exists,1. Duplicate,Copy has same audience + changes,Functional,ishaan.mehta,VWO-25.S39,Active
TC-00500,VWO-1678,Verify filtering Heatmap by mobile segment for '/signup' (fr-FR),Heatmaps,P0,Minor,edge|mobile|safari,Heatmap data ready,1. Apply Segment 'Mobile only',Heatmap reflects only mobile sessions,Functional,kavya.iyer,VWO-25.S02,Active
TC-00501,,Verify dark mode toggle persists across reload,Settings,P1,Minor,ui|smoke|regression,,Open settings||Toggle dark mode||Reload page,Theme persists after reload,Functional,pramod.dutta,VWO-25.S99,Active
tc-00999,VWO-1212,App.vwo is not working. ,vwo,P2,Major,,dasdasda,,Login should work. ,Functional,unassigned,,Active
